1,977090.36,537784.47,99.5
2,977087.08,537779.21,99.5
3,977083.8,537773.95,99.5
4,977080.51,537768.69,99.5
5,977077.23,537763.43,99.5
6,977073.95,537758.17,99.5
7,977070.67,537752.91,99.5
8,977066.84,537747.35,99.5
9,977064.06,537741.69,99.5
10,977091.68,537779.71,99.5
